icao,iata,name,callsign,country,active
EUC,"",Eurocontrol,"",Belgium,N
EXL,CQ,Sunshine Express Airlines,"",Australia,N
EXU,"",Executive Airlines,SACAIR,Spain,N
EXX,"",International Air Corporation,EXPRESS INTERNATIONAL,United States,N
EZE,T3,Eastern Airways,EASTFLIGHT,United Kingdom,Y
FAM,"",Fumigacion Aerea Andaluza,FAASA,Spain,N
FAY,"",Fayban Air Services,FAYBAN AIR,Nigeria,N
FCU,"",Alfa 4,"",Mexico,N
FDA,"",African Airlines,AIR SANKORE,Mali,N
FDB,FZ,Fly Dubai,"",United Arab Emirates,Y
FEE,"",Fly Europa Limited,FLY EURO,United Kingdom,N
FFD,"",Stuttgarter Flugdienst,FIRST FLIGHT,Germany,N
FIF,OF,Air Finland,AIR FINLAND,Finland,Y
FNL,"",Oulun Tilauslento,FINN FLIGHT,Finland,N
FOP,"",Fokker,"",Netherlands,N
FOS,VY,Formosa Airlines,"",Taiwan,Y
FRM,"",Federal Armored Service,FEDARM,United States,N
FSU,"",Flight Support Sweden,"",Sweden,N
FTR,"",Finist'air,FINISTAIR,France,N
FWL,RF,Florida West International Airways,FLO WEST,United States,Y
FWZ,"",Flugwerkzeuge Aviation Software,"",Austria,N
FXA,"",Express Air,EFFEX,United States,N
FYE,"",Easy Link Aviation Services,FLYME,Nigeria,N
GAH,"",Ga-Ma Helicoptere,GAMHELICO,France,N
GAX,"",Full Express,GRAND AIRE,United States,N
GBT,"",Gold Belt Air Transport,GOLD BELT,Canada,N
GDQ,"",Lincoln Air National Guard,"",United States,N
GDR,GP,Gadair European Airlines,GADAIR,Spain,Y
GIH,"",Union des Transports Africains de Guinee,TRANSPORT AFRICAIN,Guinea,N
GIK,"",Seba Airlines,SEBA,Guinea,N
GIP,2U,Air Guinee Express,FUTURE EXPRESS,Guinea,Y
GLB,"",Air Castle Corporation / Global Airways,GLO-AIR,United States,N
GLJ,"",Global Jet Austria,GLOBAL AUSTRIA,Austria,N
GLR,"",Central Mountain Air,GLACIER,Canada,N
GNN,"",Georgian International Airlines,GEO-LINE,Georgia,Y
GRL,GL,Air Greenland,GREENLAND,Denmark,Y
GTR,"",Gestar,STAR GESTAR,Chile,N
GTX,"",GTA Air,BIG-DEE,United States,N
GWY,U5,USA3000 Airlines,GETAWAY,United States,Y
GXA,"",Grixona,GRIXONA,Moldova,N
HBT,"",Polizeihubschrauberstaffel Thuringen,HABICHT,Germany,N
HIB,"",Helibravo Aviacao,HELIBRAVO,Portugal,N
HIG,"",Heli-Inter Guyane,INTER GUYANNE,France,N
HKN,"",Jim Hankins Air Service,HANKINS,United States,N
HLH,"",Hala Air,HALA AIR,Sudan,N
HPA,HP,Pearl Airways,PEARL AIRWAYS,Haiti,N
HPO,"",Almiron Aviation,ALMIRON,Uganda,N
HRM,"",Hermes Airlines,HERMES,Greece,Y
HSA,S9,East African Safari Air,DUMA,Kenya,N
HUB,"",Hub Airlines,HUB,United States,N
HYA,"",Hyack Air,HYACK,Canada,N
HZL,"",Hazelton Airlines,HAZELTON,Australia,N
IAS,"",International Air Service,STARFLEET,United States,N
IBZ,6I,International Business Air,INTERBIZ,Sweden,N
ICL,5C,CAL Cargo Air Lines,CAL,Israel,Y
IDX,"",Indonesa Air Aisa X,Red Phoenix,Indonesia,Y
IFS,"",Italy First,RIVIERA,Italy,N
IJT,IJ,InteliJet Airways,INTELIJET,Colombia,N
IKK,"",IKI International Airlines,IKIAIR,Japan,N
ILK,"",Aero Airline,ILEK,Kazakhstan,N
ILY,IL,Fly Illi,"",United States,N
INT,"",Intair,INTAIRCO,Canada,N
ITA,"",Inter-Air,CAFEX,United States,N
ITH,"",International Trans-Air,INTRANS NIGERIA,Nigeria,N
ITO,"",Aero Citro,AERO CITRO,Mexico,N
IVE,"",Air Executive,COMPANY EXEC,Spain,N
IYE,IY,Yemenia,YEMENI,Yemen,Y
JAB,W9,Air Bagan,AIR BAGAN,Myanmar,Y
JAR,"",Airlink,AIRLINK,Austria,N
JCR,"",Rotterdam Jet Center,ROTTERDAM JETCENTER,Netherlands,N
JCT,"",Jet Charter,JET CHARTER,United States,N
JDC,"",Deere and Company,JOHN DEERE,United States,N
JEP,"",Jets Personales,JET PERSONALES,Spain,N
JJM,"",Regional Geodata Air,GEODATA,Spain,N
JNR,"",Jet Norte,JET NORTE,Mexico,N
JRF,"",First Air Transport,"",Japan,N
JRN,"",Jet Rent,JET RENT,Mexico,N
JSM,"",Jet Stream,JET STREAM,Moldova,N
JTE,"",National Jet Express,JETEX,Australia,N
JUC,"",Juba Cargo Services & Aviation Company,JUBA CARGO,Sudan,N
KAC,KU,Kuwait Airways,KUWAITI,Kuwait,Y
KBV,"",Kustbevakningen,SWECOAST,Sweden,N
KGO,ZC,Korongo Airlines,KORONGO,Congo (Kinshasa),Y
KHP,"",Khoezestan Photros Air Lines,PHOTROS AIR,Iran,N
KLE,"",Rusaero,"",Russia,N
KMP,E2,Kampuchea Airlines,KAMPUCHEA,Cambodia,N
KPH,"",Kazan Helicopters,KAMA,Russia,N
KWN,"",Kwena Air,KWENA,South Africa,N
KYB,"",Skybridge Airops,SKY AIROPS,Italy,N
KZU,GO,Kuzu Airlines Cargo,KUZU CARGO,Turkey,Y
LAH,"",L A Helicopter,STAR SHIP,United States,N
LCT,"",Compania De Actividades Y Servicios De Aviacion,STELLAIR,Spain,N
LER,8z,Linea Aerea de Servicio Ejecutivo Regional,LASER,Venezuela,N
LGN,"",Aerolaguna,AEROLAGUNA,Mexico,N
LLS,"",Servicios Aereos Estrella,SERVIESTRELLA,Mexico,N
LMC,"",Linea Aerea Mexicana de Carga,LINEAS DECARGA,Mexico,N
LMO,"",Sky Limo Corporation,SKY LIMO,United States,N
LNP,L7,Linea Aerea SAPSA,SAPSA,Chile,N
LOK,"",Alok Air,ALOK AIR,Sudan,N
LTD,"",Southern Airways Express,LIGHTSPEED,United States,Y
LZB,FB,Bulgaria Air,FLYING BULGARIA,Bulgaria,Y
LZR,"",Air Lazur,LAZUR BEE-GEE,Bulgaria,N
MAJ,"",Majestic Airlines,MAGIC AIR,United States,N
MAL,"",Morningstar Air Express,MORNINGSTAR,Canada,Y
MAN,"",Mannion Air Charter,MANNION,United States,N
MBA,"",Avag Air,AVAG AIR,Austria,N
MDW,JI,Midway Airlines,MIDWAY,United States,Y
MED,"",Ontario Ministry of Health,MEDICAL,Canada,N
MEJ,"",Medjet International,MEDJET,United States,N
MFR,"",Midline Air Freight,MIDLINE FREIGHT,United States,N
MJN,RS,Royal Air Force of Oman,MAJAN,Oman,N
MJP,"",Air Majoro,Air Majoro,Peru,Y
MLG,"",Malagasy Airlines,"",Madagascar,N
MNP,SM,Spirit of Manila Airlines,MANILA SKY,Philippines,Y
MRN,"",Missions Gouvernemtales Francaises,MARIANNE,France,N
MRS,Y8,Marusya Airways,snowball,Russia,Y
MSI,M9,Motor Sich,MOTOR SICH,Ukraine,Y
MSO,"",Aerol,MESO AMERICANAS,Mexico,N
MSS,"",Morris Air Service,WASATCH,United States,N
MTA,"",GAK/Mitchell Aero,GAK AVIATION,United States,N
MUI,"",Trans Air,MAUI,United States,N
MXQ,"",Transportes Aereos Mexiquenses,MEXIQUENSES,Mexico,N
MXX,"",Merchant Express Aviation,MERCHANT,Nigeria,N
N12,12,12 North,12N,India,Y
N77,N7,All Spain,"",Spain,Y
N99,N9,All Europe,"",United Kingdom,Y
NAU,"",Antanik-Air,ANTANIK,Ukraine,N
NCL,"",ACA-Ancargo Air Sociedade de Transporte de Carga Lda,ANCARGO AIR,Angola,N
NEA,EJ,New England Airlines,NEW ENGLAND,United States,Y
NHR,"",Nuevo Horizonte Internacional,NUEVO HORIZONTE,Mexico,N
NHZ,"",Nada Air Service,NADA AIR,Chad,N
NIC,"",Northern Illinois Commuter,ILLINOIS COMMUTER,United States,N
NTA,"",Northern Thunderbird Air,THUNDERBIRD,Canada,N
NTW,CE,Nationwide Airlines,NATIONWIDE,South Africa,Y
NVG,"",Novogorod Air Enterprise,SADKO AVIA,Russia,N
NWR,FY,Northwest Regional Airlines,"",Australia,N
OGN,QO,Origin Pacific Airways,ORIGIN,New Zealand,Y
OKJ,"",Okada Airlines,OKADA AIR,Nigeria,N
OLE,"",Operadora de Lineas Ejecutivas,OPERADORA,Mexico,N
OPT,"",Flight Options,OPTIONS,United States,N
ORM,"",Orel State Air Enterprise,ORPRISE,Russia,N
ORN,"",Orient Airways,ORIENT LINER,Pakistan,N
ORP,"",Aerocorp,CORPSA,Mexico,N
ORX,"",Orbit Express Airlines,OREX,Turkey,N
OSY,1L,Open Skies Consultative Commission,OPEN SKIES,United States,N
OTJ,X5,Fly Romania,TENDER AIR,Romania,Y
PAW,"",Pointair Burkina,POINTAIR BURKINA,Burkina Faso,N
PAZ,"",Point Afrique Niger,POINTAIR NIGER,Niger,N
PCG,"",Aeropostal Cargo de Mexico,POSTAL CARGO,Mexico,N
PCR,"",PAC Air,PACAIR,United States,N
PFI,"",Aerolineas Chihuahua,PACIFICO CHIHUAHUA,Mexico,N
PHS,"",Polizeihubschrauberstaffel Sachsen,PASSAT,Germany,N
PIA,PK,Pakistan International Airlines,PAKISTAN,Pakistan,Y
PMO,"",Polar Airlines de Mexico,POLAR MEXICO,Mexico,N
PNU,"",Aero Servicios Platinum,AERO PLATINUM,Mexico,N
PRL,"",Pearl Air,PEARL LINE,Pakistan,N
PRX,"",VIP Avia,PAREX,Latvia,N
PVA,"",Aerotransportes Privados,TRANSPRIVADO,Mexico,N
RAA,"",Rynes Aviation,RYNES AVIATION,United States,N
RAC,VJ,Royal Air Cambodge,"",Cambodia,Y
RAL,"",Roswell Airlines,ROSWELL,United States,N
RBC,"",Republicair,REPUBLICAIR,Mexico,N
RBE,"",Aur Rum Benin,RUM BENIN,Benin,N
RCA,"",Richland Aviation,RICHLAND,United States,N
RCG,"",Royal Air Cargo,ROYAL CARGO,South Africa,N
RCU,"",Atlantic S.L.,AIR COURIER,Spain,N
RDZ,"",Rodze Air,RODZE AIR,Nigeria,N
RFA,"",Raleigh Flying Service,RALEIGH SERVICE,United States,N
RFC,"",Aero Africa,AERO AFRICA,Swaziland,N
RGC,"",Servicios Aereos Regiomontanos,REGIOMONTANO,Mexico,N
RGO,"",Argo,ARGOS,Dominican Republic,N
RGY,"",Regency Airlines,REGENCY,United States,N
RIT,6K,Asian Spirit,ASIAN SPIRIT,Philippines,Y
RJT,"",RA Jet Aeroservicios,RA JET,Mexico,N
RLL,"",Air Leone,AEROLEONE,Sierra Leone,N
RMK,"",Simrik Airlines,"",Nepal,Y
ROE,"",Aeroeste,ESTE-BOLIVIA,Bolivia,N
ROJ,"",Royal Jet,ROYALJET,United Arab Emirates,N
RPO,RX,Rainbow Air Polynesia,Rainbow Air,United States,Y
RRM,"",Acvila Air-Romanian Carrier,AIR ROMANIA,Romania,N
RRR,"",Royal Air Force,ASCOT,United Kingdom,N
RSI,"",Air Sunshine,AIR SUNSHINE,United States,Y
RST,"",Resort Air,RESORT AIR,United States,N
RTM,"",Trans Am Compania,AERO TRANSAM,Ecuador,N
RUZ,"",Rusuertol,ROSTUERTOL,Russia,N
RWD,WB,Rwandair Express,RWANDAIR,Rwanda,Y
RYS,"",Royal Sky,ROYAL SKY,Thailand,N
RZV,"",Z-Avia,ZEDAVIA,Armenia,N
SAB,"",Sky Way Air,SKY WORKER,Kyrgyzstan,N
SBU,"",Saint Barth Commuter,BLACK FIN,France,N
SCE,"",Scenic Airlines,SCENIC,United States,Y
SEA,"",Southeast Air,SOUTHEAST AIR,United States,Y
SFS,"",Southern Frontier Air Transport,SOUTHERN FRONTIER,Canada,N
SGK,"",Skyward Aviation,SKYWARD,Canada,N
SHT,"",British Airways Shuttle,SHUTTLE,United Kingdom,N
SJL,"",Servicios Especiales Del Pacifico Jalisco,SERVICIOS JALISCO,Mexico,N
SJO,IJ,Spring Airlines Japan,"",Japan,Y
SLE,"",Streamline,SLIPSTREAM,South Africa,N
SLS,"",Servicios Aereos Slainte,SERVICIOS SLAINTE,Mexico,N
SLY,"",Sky Line for Air Services,SKYCO,Sudan,N
SMC,"",Sabang Merauke Raya Air Charter,SAMER,Indonesia,N
SMQ,"",Samar Air,SAMAR AIR,Tajikistan,N
SNI,"",Savanah Airlines,SAVANAHLINE,Nigeria,N
SNS,"",Societe Centrafricaine De Transport Aerien,"",Central African Republic,N
SOC,"",Southern Cargo Air Lines,"",Russia,N
SRC,"",Searca,SEARCA,Colombia,N
SRJ,"",C Air Jet Airlines,SYRJET,Syrian Arab Republic,N
SRP,"",Polizeihubschrafterstaffel Rheinland-Pfalz,SPERBER,Germany,N
SRU,"",Star Up,STAR-UP,Peru,N
SSW,"",Streamline Aviation,STREAMLINE,United Kingdom,N
SUV,"",Sundance Air,DANCEAIR,Venezuela,N
SUY,"",Aerial Surveys (1980) Limited,SURVEY,New Zealand,N
SWA,WN,Southwest Airlines,SOUTHWEST,United States,Y
SXT,"",Servicios De Taxi Aereo,SERTA,Mexico,N
SYL,R3,Aircompany Yakutia,AIR YAKUTIA,Russia,Y
TCD,"",Tchad Airlines,TCHADLINES,Chad,N
TDI,"",Transportes Aereos de Ixtlan,TRANSIXTLAN,Mexico,N
TDR,"",Trade Air,TRADEAIR,Croatia,N
TDV,"",Taxi Aero Nacional Del Evora,TAXI EVORA,Mexico,N
TET,"",Tepavia-Trans Airlines,TEPAVIA,Moldova,N
THB,"",Spark Air,THAI SABAI,Thailand,N
THZ,"",Trans Helicoptere Service,LYON HELIJET,France,N
TKR,"",Canadian Interagency Forest Fire Centre,TANKER,Canada,N
TKY,9I,Thai Sky Airlines,THAI SKY,Thailand,N
TLW,L9,Teamline Air,Teamline,Austria,N
TMD,"",Transmed Airlines,"",Egypt,N
TMG,GY,Tri-MG Intra Asia Airlines,TRILINES,Indonesia,N
TMK,"",Tomahawk Airways,TOMAHAWK,United States,N
TNS,"",Transilvania,"",Romania,Y
TOF,"",RAF Topcliffe Flying Training Unit,TOPCLIFFE,United Kingdom,N
TRF,"",Taxi Air Fret,TAXI JET,France,N
TRG,"",TRAGSA (Medios Aereos),"",Spain,N
TRL,"",Starlite Aviation,STARSTREAM,South Africa,N
TRS,FL,AirTran Airways,CITRUS,United States,Y
TSK,"",Trast Aero,TOMSK-AVIA,Kyrgyzstan,N
TSW,"",Transwings,SWISSTRANS,Switzerland,N
TTF,"",224th Flight Unit,CARGO UNIT,Russia,N
TVO,"",Transavio,TRANS-BALLERIO,Italy,N
TWA,TW,Trans World Airlines,TWA,United States,N
TXF,"",Aerotaxis Alfe,ALFE,Mexico,N
TXR,"",Taxirey,TAXIREY,Mexico,N
TXT,"",Texas Air Charters,TEXAS CHARTER,United States,N
TYG,"",Trygg-Flyg,TRYGG,Sweden,N
UAD,"",University Air Squadron,"",United Kingdom,N
UDC,5D,DonbassAero,DONBASS AERO,Ukraine,Y
UKZ,"",Fly Zoom,"",United Kingdom,N
UMA,"",Lineas Aereas del Humaya,HUMAYA,Mexico,N
UPL,"",Ukrainian Pilot School,PILOT SCHOOL,Ukraine,N
USC,"",US Check Airlines,STAR CHECK,United States,N
UVG,"",Universal Airlines,GUYANA JET,Guyana,N
VBD,"",V-Berd-Avia,VEEBIRD-AVIA,Armenia,N
VCN,"",Execujet Charter,AVCON,Switzerland,N
VEI,"",Virgin Express Ireland,GREEN ISLE,Ireland,N
VEJ,"",Aero Ejecutivos,VENEJECUTIV,Venezuela,N
VFC,"",Vasco Air,VASCO AIR,Vietnam,Y
VGV,"",Vologda State Air Enterprise,VOLOGDA AIR,Russia,N
VJM,"",Viajes Ejecutivos Mexicanos,VIAJES MEXICANOS,Mexico,N
VKJ,KT,VickJet,Vickjet,France,Y
VRN,RG,VRG Linhas Aereas,VARIG,Brazil,Y
VSG,"",Visig Operaciones Aereas,VISIG,Spain,N
VTX,"",Verataxis,VERATAXIS,Mexico,N
VVF,"",Dunyaya Bakis Hava Tasimaciligi,WORLDFOCUS,Turkey,N
VZA,"",ViznAir,Brian,United States,N
WBA,FC,Finncomm Airlines,WESTBIRD,Finland,Y
WDG,"",Ministry of Agriculture, Fisheries and Food,WATCHDOG,N
WDR,"",Air Net Private Charter,WIND RIDER,United States,N
WEL,"",Veles, Ukrainian Aviation Company,VELES,N
WLB,"",Wings of Lebanon Aviation,WING LEBANON,Lebanon,N
XGG,"",IMP Group Aviation Services,"",Canada,N
YEP,"",YES Airways,"",Poland,Y
A9B,1Y,All America BR,"",Brazil,Y
AAA,AN,Ansett Australia,ANSETT,Australia,Y
AAW,8U,Afriqiyah Airways,AFRIQIYAH,Libya,Y
ABG,"",Abakan-Avia,ABAKAN-AVIA,Russia,N
ACU,"",Air Cargo Transportation System,AFRISPIRIT,Kenya,N
ADB,"",Antonov Airlines,ANTONOV BUREAU,Ukraine,N
AEI,"",Aeroexpreso Interamericano,INTERAM,Colombia,N
AER,KO,Alaska Central Express,ACE AIR,United States,Y
AGM,"",Air Guam,AIR GUAM,United States,N
AGR,"",United States Department Of Agriculture,AGRICULTURE,United States,N
AJP,"",Aero Jets Corporativos,AEROJETS,Mexico,N
AJY,"",Ajet,AYJET,Cyprus,N
AKK,"",Aklak Air,AKLAK,Canada,N
ALR,"",Lineas Aereas Alaire S.L.,AEROLAIRE,Spain,N
AMV,"",AMC Airlines,"",Egypt,Y
AMZ,"",Amiya Airline,AMIYA AIR,Nigeria,N
ANL,"",Nacoia Lda,AIR NACOIA,Angola,N
AON,"",Aero Entreprise,AERO ENTERPRISE,France,N
APD,"",Sabre Pacific,"",Australia,N
APH,"",Alpha Aviation, Inc.,AIRFLIGHT,N
APU,"",Aeropuma, S.A.,AEROPUMA,N
ARO,"",Arrow Aviation Ltd.,ARROW,Canada,N
ARU,"",Aruba Airlines,"",Aruba,Y
ASH,YV,Mesa Airlines,AIR SHUTTLE,United States,Y
AST,"",Aerlineas Del Oeste,AEROESTE,Mexico,N
ATF,"",Compania Aerotecnicas Fotograficas,AEROTECNICAS,Spain,N
ATH,"",Air Travel Corp.,AIR TRAVEL,United States,N
AUL,5N,Aeroflot-Nord,DVINA,Russia,Y
AWD,"",Providence Aviation Services,"",Pakistan,N
AWI,ZW,Air Wisconsin,AIR WISCONSIN,United States,Y
AWN,"",Air Niamey,AIR NIAMEY,Niger,N
AYR,"",Flight Training Europe,CYGNET,Spain,N
AZG,"",Sakaviaservice,SAKSERVICE,Georgia,N
AZT,"",Azimut, S.A.,AZIMUT,N
BCR,"",British Charter,BACKER,United Kingdom,N
BEE,BE,Flybe,JERSEY,United Kingdom,Y
BGK,"",British Gulf International-Fez,GULF INTER,Kyrgyzstan,N
BHN,"",Bristow Helicopters Nigeria,BRISTOW HELICOPTERS,Nigeria,N
BIE,DR,Air Mediterranee,MEDITERRANEE,France,Y
BIG,"",Big Island Air,BIG ISLE,United States,N
BLZ,"",Aero Barloz,AEROLOZ,Mexico,N
BOS,"",OpenSkies,MISTRAL,United Kingdom,N
BRN,"",Branson Airlines,BRANSON,United States,N
BRQ,UZ,El-Buraq Air Transport,BURAQAIR,Libya,Y
BSB,"",Air Wings,ARBAS,Moldova,N
BSC,"",Bistair - Fez,BIG SHOT,Kyrgyzstan,N
BVU,"",Bellview Airlines, Sierra Leone,"",N
BZA,"",Bizair Fluggesellschaft,BERLIN BEAR,Germany,N
CAW,MN,Comair,COMMERCIAL,South Africa,Y
CBR,"",Cabair College of Air Training,CABAIR,United Kingdom,N
CCH,"",Chilchota Taxi Aereo,CHILCHOTA,Mexico,N
CCV,"",Centro De Helicopteros Corporativos,HELICORPORATIVO,Mexico,N
CDS,"",Spectrem Air,SPECDAS,South Africa,N
CDT,"",Real Aero Club de Reus-Costa Dorado,AEROREUS,Spain,N
CGC,"",Cal Gulf Aviation,CAL-GULF,Sao Tome and Principe,N
CGH,"",Guizhou Airlines,GUIZHOU,China,N
CGP,8L,Cargo Plus Aviation,"",United Arab Emirates,Y
CGX,"",United States Coast Guard Auxiliary,COASTGUARD AUXAIR,United States,N
CHN,"",Channel Island Aviation,CHANNEL,United States,N
CHR,"",Air Charter Services,ZAIRE CHARTER,Democratic Republic of the Congo,N
CIB,"",Condor,CONDOR BERLIN,Germany,N
CID,"",Asia Continental Airlines,ACID,Kazakhstan,N
CJE,"",Aeroservices Corporate,BIRD JET,France,N
CLV,"",Lom Praha Flying School,AEROTRAINING,Czech Republic,N
CMI,CS,Continental Micronesia,AIR MIKE,United States,Y
CND,"",Aero Continente Dominicana,CONDOMINICANA,Dominican Republic,N
CNW,WH,China Northwest Airlines,CHINA NORTHWEST,China,N
CNY,"",Central Airways,CENTRAL LEONE,Sierra Leone,N
CPS,"",Compass International Airways,COMPASS,United Kingdom,N
CRD,QC,Air Corridor,AIR CORRIDOR,Mozambique,N
CRE,"",Cree Airways,CREE AIR,Canada,N
CRH,"",CRI Helicopters Mexico,HELI-MEX,Mexico,N
CSU,S8,Chari Aviation Services,CHARI SERVICE,Chad,N
CSW,"",Worldwide Air Charter Systems,CHARTER SYSTEMS,Canada,N
CSZ,ZH,Shenzhen Airlines,SHENZHEN AIR,China,Y
CUA,HR,China United Airlines,LIANHANG,China,Y
CYA,"",Cheyenne Airways,CHEYENNE AIR,United States,N
DAH,AH,Air Algerie,AIR ALGERIE,Algeria,Y
DAL,DL,Delta Air Lines,DELTA,United States,Y
DCA,"",Dreamcatcher Airways,DREAM CATCHER,United Kingdom,N
DCT,"",Direct Flight,"",United Kingdom,N
DDA,"",D & D Aviation,DUSTY,United States,N
DEA,"",Delta Aerotaxi,JET SERVICE,Italy,Y
DIC,"",Aeromedica,AEROMEDICA,Mexico,N
DJU,"",Air Djibouti,AIR DJIB,Djibouti,N
DKY,"",Servicios Aereos Elite,DAKOY,Spain,N
DRC,"",Triton Airlines,TRITON AIR,Canada,N
DRK,KB,Druk Air,ROYAL BHUTAN,Bhutan,Y
DSU,"",Delta State University,DELTA STATE,United States,N
DVI,"",Aero Davinci International,AERO DAVINCI,Mexico,N
DXH,"",East Star Airlines,EAST STAR,China,N
ECD,"",Ecotour,ECOTOUR,Mexico,N
ECE,4F,Air City,AIRCITY,Germany,N
EFY,"",EasyFly,EASYFLY,Colombia,Y
EGR,"",Eagle Air,EAGLE SIERRA,Sierra Leone,N
ELJ,"",Delta Air Elite,ELITE JET,United States,N
EOL,"",Airailes,EOLE,France,N
EQC,"",Ecuatorial Cargo,ECUA-CARGO,Equatorial Guinea,N
ERR,7H,Era Alaska,ERAH,United States,Y
ETE,"",Aero Siete,AEROSIETE,Mexico,N
ETV,"",European Executive,EURO EXEC,United Kingdom,N
EUU,"",Euroamerican Air,EUROAMERICAN,Uruguay,N
EUV,ES,EuropeSky,EuropeSky,Germany,Y
EVC,"",Comfort Express Virtual Charters Albany,Comfort Express,United States,Y
EXJ,"",Executive Jet Charter,"",United Kingdom,N
FAO,"",Falcon Air Express,PANTHER,United States,N
FBL,F1,Fly Brasil,FBL,Brazil,Y
FBO,"",TAG Farnborough Airport,"",United Kingdom,N
FCA,DP,First Choice Airways,JETSET,United Kingdom,Y
FCR,"",Flying Carpet Company,FLYING CARPET,Lebanon,N
FEC,"",Denver Express,FALCON EXPRESS,United States,N
FHE,HW,Hello,FLYHELLO,Switzerland,Y
FLF,"",Friendship Airlines,FRIEND AIR,Uganda,N
FRA,"",FR Aviation,RUSHTON,United Kingdom,N
FSA,"",Foster Aviation,FOSTER-AIR,United States,N
FSH,"",Flash Airlines,FLASH,Egypt,N
FSW,F3,Faso Airways,FASO,Burkina Faso,N
FXC,"",Fortunair Canada,AIR FUTURE,Canada,N
FZW,"",Fly Africa Zimbabwe,Fresh Express,Zimbabwe,Y
GAP,2P,Air Philippines,ORIENT PACIFIC,Philippines,Y
GCN,"",Gulf Central Airlines,GULF CENTRAL,United States,N
GHP,"",Colvin Aviation,GRASSHOPPER EX,United States,N
GHY,"",German Sky Airlines,GERMAN SKY,Germany,N
GMT,"",Grupoaereo Monterrey,GRUPOMONTERREY,Mexico,N
GNF,G7,Gandalf Airlines,Gandalf,Italy,N
GNT,0A,Amber Air,GINTA,Lithuania,N
GRX,"",Aircompany Grodno,GRODNO,Belarus,N
HAG,H6,Hageland Aviation Services,HAGELAND,United States,Y
HCA,"",Lake Havasu Air Service,HAVASU,United States,N
HHE,"",Heli-Holland,HELI HOLLAND,Netherlands,N
HHN,HR,Hahn Air,ROOSTER,Germany,N
HHS,"",Hi-Jet Helicopter Services,HIJET,Suriname,N
HIF,"",Heli-Iberica Fotogrametria,HIFSA,Spain,N
HLA,"",HC Airlines,HEAVYLIFT,United Kingdom,N
HLM,"",Heli Medwest De Mexico,HELIMIDWEST,Mexico,N
HLW,"",Heliworks,HELIWORKS,Chile,N
HOZ,"",Horizontes Aereos,HORIZONTES AEREOS,Mexico,N
HQO,"",Avinor,"",Norway,N
HRI,"",Skyraidybos Mokymo Centras,HELIRIM,Lithuania,N
HSM,"",Horizon Air for Transport and Training,ALOFUKAIR,Libya,N
HSS,"",Compania Transportes Aereos Del Sur,TAS HELICOPTEROS,Spain,N
HTO,"",Tango Bravo,HELI TANGO,France,N
HUR,"",Miami Air Charter,HURRICANE CHARTER,United States,N
HWY,"",Highland Airways,HIWAY,United Kingdom,Y
HYC,"",Hydro Air Flight Operations,HYDRO CARGO,South Africa,N
IDG,"",IDG Technology Air,INDIGO,Czech Republic,N
IFA,"",FAI Airservice,RED ANGLE,Germany,N
IG1,G1,Indya Airline Group,Indya1,India,Y
IJA,"",International Jet Aviation Services,I-JET,United States,N
ILL,"",Ilyich-Avia,ILYICHAVIA,Ukraine,N
IMA,"",Inter-Mountain Airways,INTER-MOUNTAIN,United States,N
IRJ,"",Bonyad Airlines,BONYAD AIR,Iran,N
IRU,"",Chabahar Airlines,CHABAHAR,Iran,N
ISG,6P,Club Air,CLUBAIR,Italy,N
ISR,6H,Israir,ISRAIR,Israel,Y
ISW,IF,Islas Airways,PINTADERA,Spain,Y
ISX,IP,Island Spirit,"",Iceland,Y
ITS,"",Inter-State Aviation,INTER-STATE,United States,N
JCC,"",Jetcraft Aviation,JETCRAFT,Australia,N
JEE,"",Ambjek Air Services,AMBJEK AIR,Nigeria,N
JEI,"",Jet Executive International Charter,JET EXECUTIVE,Germany,N
JEJ,"",Jets Ejecutivos,MEXJETS,Mexico,N
JES,"",JS Aviation,JAY-ESS AVIATION,Mexico,N
JHN,"",Johnson Air,AIR JOHNSON,United States,N
JPO,"",Jetpro,JETPRO,Mexico,N
JTA,NU,Japan Transocean Air,JAI OCEAN,Japan,Y
JTO,NR,Jettor Airlines,JETHAPPY,Hong Kong,Y
JUA,"",Aero Juarez,JUAREZ,Mexico,N
KAO,"",Kazan Aviation Production Association,KAZAVAIA,Russia,N
KAT,"",Kato Airline,KATO-AIR,Norway,N
KEA,"",Korea Express Air,"",South Korea,Y
KGL,7K,Kogalymavia Air Company,KOGALYM,Russia,Y
KLD,"",Air Klaipeda,AIR KLAIPEDA,Lithuania,N
KMG,"",Kosmas Air,KOSMAS CARGO,Serbia,N
KNA,"",Knight Air,KNIGHTAIR,Canada,N
KOQ,K1,Kostromskie avialinii,"",Russia,Y
KOS,"",Kosova Airlines,KOSOVA,Serbia,N
KQA,KQ,Kenya Airways,KENYA,Kenya,Y
KRI,K9,Krylo Airlines,Krylo,Russia,N
KRM,"",Crimea Universal Avia,TRANS UNIVERSAL,Ukraine,N
KRP,V3,Carpatair,CARPATAIR,Romania,Y
KTS,"",Transair-Gyraintiee,KOTAIR,Russia,N
KVK,"",Olimp Air,PONTA,Kazakhstan,N
KVR,"",Alliance Avia,KAVAIR,Kazakhstan,N
LAC,"",Lockeed Aircraft Corporation,LOCKHEED,United States,N
LAY,"",Layang-Layang Aerospace,LAYANG,Malaysia,N
LCY,"",London City Airport Jet Centre,LONDON CITY,United Kingdom,N
